datetime_UTC,yyyy,mm,dd,HH,first_valid_minute,last_valid_minute,average_measurement_time,latitude,longitude,elevation_m,intake_height_m,ch4_ppb,ch4_uncertainty,ch4_SD_raw,ch4_n_raw,ch4_SD_minutes,ch4_n_minutes,ch4_min,ch4_max,ch4_flags
2017-06-05T03Z,2017,6,5,3,2017-06-05T03:00:00Z,2017-06-05T03:59:00Z,2017-06-05T03:26:42Z,34.284,-118.473,391,31,2022.46,0.74,5.01,486.0,4.96,20.0,2014.78,2029.82,...
2017-06-05T04Z,2017,6,5,4,2017-06-05T04:00:00Z,2017-06-05T04:59:00Z,2017-06-05T04:26:42Z,34.284,-118.473,391,31,2027.69,0.75,5.03,486.0,3.94,20.0,2019.88,2031.98,...
2017-06-05T05Z,2017,6,5,5,2017-06-05T05:00:00Z,2017-06-05T05:59:00Z,2017-06-05T05:26:42Z,34.284,-118.473,391,31,2046.26,0.78,8.28,463.0,7.6,19.0,2027.14,2055.19,...
2017-06-05T06Z,2017,6,5,6,2017-06-05T06:00:00Z,2017-06-05T06:59:00Z,2017-06-05T06:26:42Z,34.284,-118.473,391,31,2064.52,0.82,21.39,466.0,21.79,19.0,2043.86,2097.19,...
2017-06-05T07Z,2017,6,5,7,2017-06-05T07:00:00Z,2017-06-05T07:59:00Z,2017-06-05T07:26:42Z,34.284,-118.473,391,31,2095.6,0.89,11.03,464.0,11.2,19.0,2084.25,2113.93,...
2017-06-05T08Z,2017,6,5,8,2017-06-05T08:00:00Z,2017-06-05T08:59:00Z,2017-06-05T08:26:42Z,34.284,-118.473,391,31,2120.86,0.94,8.69,465.0,8.41,19.0,2110.22,2136.71,...
2017-06-05T09Z,2017,6,5,9,2017-06-05T09:00:00Z,2017-06-05T09:59:00Z,2017-06-05T09:26:42Z,34.284,-118.473,391,31,2131.51,0.97,6.01,467.0,6.01,19.0,2121.34,2141.01,...
2017-06-05T10Z,2017,6,5,10,2017-06-05T10:00:00Z,2017-06-05T10:59:00Z,2017-06-05T10:26:42Z,34.284,-118.473,391,31,2145.77,1.0,13.63,466.0,13.73,19.0,2129.84,2166.94,...
2017-06-05T11Z,2017,6,5,11,2017-06-05T11:00:00Z,2017-06-05T11:59:00Z,2017-06-05T11:26:42Z,34.284,-118.473,391,31,2170.79,1.06,9.05,466.0,9.15,19.0,2162.15,2183.63,...
2017-06-05T12Z,2017,6,5,12,2017-06-05T12:00:00Z,2017-06-05T12:11:00Z,2017-06-05T12:05:30Z,34.284,-118.473,391,31,2181.02,1.14,1.05,292.0,0.68,12.0,2179.84,2182.37,...
2017-06-05T13Z,2017,6,5,13,2017-06-05T13:11:00Z,2017-06-05T13:31:00Z,2017-06-05T13:21:00Z,34.284,-118.473,391,31,2192.07,1.11,8.87,468.0,7.16,19.0,2184.86,2210.05,...
2017-06-05T14Z,2017,6,5,14,2017-06-05T14:11:00Z,2017-06-05T14:31:00Z,2017-06-05T14:21:00Z,34.284,-118.473,391,31,2203.19,1.14,8.2,467.0,8.23,19.0,2187.35,2211.73,...
2017-06-05T15Z,2017,6,5,15,2017-06-05T15:11:00Z,2017-06-05T15:31:00Z,2017-06-05T15:21:00Z,34.284,-118.473,391,31,2212.77,1.16,6.82,469.0,5.32,19.0,2205.55,2224.46,...
2017-06-05T16Z,2017,6,5,16,2017-06-05T16:11:00Z,2017-06-05T16:31:00Z,2017-06-05T16:21:00Z,34.284,-118.473,391,31,2230.48,1.21,3.26,471.0,3.25,19.0,2224.63,2234.91,...
2017-06-05T17Z,2017,6,5,17,2017-06-05T17:11:00Z,2017-06-05T17:31:00Z,2017-06-05T17:21:00Z,34.284,-118.473,391,31,2166.96,1.05,4.94,472.0,4.99,19.0,2159.15,2175.56,...
2017-06-05T18Z,2017,6,5,18,2017-06-05T18:11:00Z,2017-06-05T18:31:00Z,2017-06-05T18:21:00Z,34.284,-118.473,391,31,2160.52,1.04,2.97,472.0,3.01,19.0,2153.15,2163.81,...
2017-06-05T19Z,2017,6,5,19,2017-06-05T19:11:00Z,2017-06-05T19:31:00Z,2017-06-05T19:21:00Z,34.284,-118.473,391,31,2157.36,1.03,1.3,473.0,1.27,19.0,2155.56,2159.44,...
2017-06-05T20Z,2017,6,5,20,2017-06-05T20:32:00Z,2017-06-05T20:51:00Z,2017-06-05T20:41:30Z,34.284,-118.473,391,31,2118.09,0.95,3.48,480.0,3.4,19.0,2111.19,2123.43,...
2017-06-05T21Z,2017,6,5,21,2017-06-05T21:32:00Z,2017-06-05T21:51:00Z,2017-06-05T21:41:30Z,34.284,-118.473,391,31,2095.09,0.9,7.26,482.0,7.28,19.0,2082.75,2103.98,...
2017-06-05T22Z,2017,6,5,22,2017-06-05T22:32:00Z,2017-06-05T22:51:00Z,2017-06-05T22:41:30Z,34.284,-118.473,391,31,2029.25,0.76,3.16,482.0,3.08,19.0,2023.59,2034.55,...
2017-06-05T23Z,2017,6,5,23,2017-06-05T23:32:00Z,2017-06-05T23:51:00Z,2017-06-05T23:41:30Z,34.284,-118.473,391,31,2014.1,0.73,2.31,481.0,2.23,19.0,2010.8,2018.08,...
2017-06-06T00Z,2017,6,6,0,2017-06-06T00:32:00Z,2017-06-06T00:51:00Z,2017-06-06T00:41:30Z,34.284,-118.473,391,31,2002.25,0.71,1.88,482.0,1.86,19.0,2000.04,2005.95,...
2017-06-06T01Z,2017,6,6,1,2017-06-06T01:52:00Z,2017-06-06T01:59:00Z,2017-06-06T01:55:30Z,34.284,-118.473,391,31,2013.44,0.72,0.66,178.0,0.54,7.0,2012.82,2014.46,...
2017-06-06T02Z,2017,6,6,2,2017-06-06T02:00:00Z,2017-06-06T02:59:00Z,2017-06-06T02:24:51Z,34.284,-118.473,391,31,2014.73,0.73,3.4,488.0,3.29,20.0,2012.38,2023.93,...
2017-06-06T03Z,2017,6,6,3,2017-06-06T03:00:00Z,2017-06-06T03:59:00Z,2017-06-06T03:24:51Z,34.284,-118.473,391,31,2017.58,0.73,4.5,464.0,4.45,19.0,2009.62,2025.36,...
2017-06-06T04Z,2017,6,6,4,2017-06-06T04:00:00Z,2017-06-06T04:59:00Z,2017-06-06T04:24:51Z,34.284,-118.473,391,31,2016.51,0.73,5.01,463.0,4.98,19.0,2009.69,2026.11,...
2017-06-06T05Z,2017,6,6,5,2017-06-06T05:00:00Z,2017-06-06T05:59:00Z,2017-06-06T05:24:51Z,34.284,-118.473,391,31,2024.64,0.74,5.14,464.0,5.09,19.0,2018.03,2034.36,...
2017-06-06T06Z,2017,6,6,6,2017-06-06T06:00:00Z,2017-06-06T06:59:00Z,2017-06-06T06:24:51Z,34.284,-118.473,391,31,2031.14,0.76,3.57,466.0,3.56,19.0,2026.43,2035.74,...
2017-06-06T07Z,2017,6,6,7,2017-06-06T07:00:00Z,2017-06-06T07:59:00Z,2017-06-06T07:24:51Z,34.284,-118.473,391,31,2044.06,0.78,8.23,466.0,8.37,19.0,2035.08,2057.75,...
2017-06-06T08Z,2017,6,6,8,2017-06-06T08:00:00Z,2017-06-06T08:59:00Z,2017-06-06T08:24:51Z,34.284,-118.473,391,31,2060.5,0.81,1.72,469.0,1.7,19.0,2058.29,2063.3,...
2017-06-06T09Z,2017,6,6,9,2017-06-06T09:00:00Z,2017-06-06T09:59:00Z,2017-06-06T09:24:51Z,34.284,-118.473,391,31,2069.43,0.83,9.67,468.0,9.85,19.0,2061.01,2084.26,...
2017-06-06T10Z,2017,6,6,10,2017-06-06T10:00:00Z,2017-06-06T10:59:00Z,2017-06-06T10:24:51Z,34.284,-118.473,391,31,2095.35,0.89,8.43,469.0,8.51,19.0,2087.55,2110.99,...
2017-06-06T11Z,2017,6,6,11,2017-06-06T11:00:00Z,2017-06-06T11:12:00Z,2017-06-06T11:06:00Z,34.284,-118.473,391,31,2109.34,0.95,2.99,319.0,2.96,13.0,2105.08,2114.03,...
2017-06-06T12Z,2017,6,6,12,2017-06-06T12:12:00Z,2017-06-06T12:32:00Z,2017-06-06T12:22:00Z,34.284,-118.473,391,31,2155.5,1.02,15.05,472.0,15.1,19.0,2141.29,2186.69,...
2017-06-06T13Z,2017,6,6,13,2017-06-06T13:12:00Z,2017-06-06T13:32:00Z,2017-06-06T13:22:00Z,34.284,-118.473,391,31,2130.09,0.96,8.27,473.0,6.41,19.0,2120.56,2143.41,...
2017-06-06T14Z,2017,6,6,14,2017-06-06T14:13:00Z,2017-06-06T14:32:00Z,2017-06-06T14:22:30Z,34.284,-118.473,391,31,2121.51,0.96,4.72,474.0,4.6,19.0,2114.97,2130.85,...
2017-06-06T15Z,2017,6,6,15,2017-06-06T15:13:00Z,2017-06-06T15:32:00Z,2017-06-06T15:22:30Z,34.284,-118.473,391,31,2142.02,1.01,1.33,476.0,0.93,19.0,2140.69,2144.36,...
2017-06-06T16Z,2017,6,6,16,2017-06-06T16:13:00Z,2017-06-06T16:32:00Z,2017-06-06T16:22:30Z,34.284,-118.473,391,31,2099.87,0.91,8.07,477.0,8.11,19.0,2088.84,2115.73,...
2017-06-06T17Z,2017,6,6,17,2017-06-06T17:13:00Z,2017-06-06T17:32:00Z,2017-06-06T17:22:30Z,34.284,-118.473,391,31,2088.3,0.89,1.99,479.0,1.89,19.0,2083.78,2090.62,...
2017-06-06T18Z,2017,6,6,18,2017-06-06T18:13:00Z,2017-06-06T18:32:00Z,2017-06-06T18:22:30Z,34.284,-118.473,391,31,2095.17,0.9,2.43,479.0,1.88,19.0,2092.32,2099.37,...
2017-06-06T19Z,2017,6,6,19,2017-06-06T19:34:00Z,2017-06-06T19:53:00Z,2017-06-06T19:43:30Z,34.284,-118.473,391,31,2104.24,0.92,2.78,479.0,2.78,19.0,2099.1,2107.26,...
2017-06-06T20Z,2017,6,6,20,2017-06-06T20:34:00Z,2017-06-06T20:53:00Z,2017-06-06T20:43:30Z,34.284,-118.473,391,31,2084.53,0.88,4.62,479.0,4.33,19.0,2079.31,2095.2,...
2017-06-06T21Z,2017,6,6,21,2017-06-06T21:34:00Z,2017-06-06T21:53:00Z,2017-06-06T21:43:30Z,34.284,-118.473,391,31,2066.09,0.84,1.88,480.0,1.78,19.0,2062.97,2069.07,...
2017-06-06T22Z,2017,6,6,22,2017-06-06T22:34:00Z,2017-06-06T22:53:00Z,2017-06-06T22:43:30Z,34.284,-118.473,391,31,2031.01,0.76,3.29,481.0,3.26,19.0,2026.59,2037.39,...
2017-06-06T23Z,2017,6,6,23,2017-06-06T23:34:00Z,2017-06-06T23:53:00Z,2017-06-06T23:43:30Z,34.284,-118.473,391,31,2013.0,0.73,2.05,481.0,2.02,19.0,2009.83,2016.05,...
2017-06-07T00Z,2017,6,7,0,2017-06-07T00:54:00Z,2017-06-07T00:59:00Z,2017-06-07T00:56:30Z,34.284,-118.473,391,31,2001.76,0.69,0.49,126.0,0.29,5.0,2001.31,2002.06,...
2017-06-07T01Z,2017,6,7,1,2017-06-07T01:00:00Z,2017-06-07T01:59:00Z,2017-06-07T01:21:08Z,34.284,-118.473,391,31,1999.92,0.71,3.93,488.0,4.11,20.0,1992.93,2006.69,...
2017-06-07T02Z,2017,6,7,2,2017-06-07T02:00:00Z,2017-06-07T02:59:00Z,2017-06-07T02:21:08Z,34.284,-118.473,391,31,1992.14,0.69,2.14,463.0,2.05,19.0,1986.57,1994.83,...
2017-06-07T03Z,2017,6,7,3,2017-06-07T03:00:00Z,2017-06-07T03:59:00Z,2017-06-07T03:21:08Z,34.284,-118.473,391,31,1986.28,0.68,2.87,465.0,2.85,19.0,1982.62,1991.03,...
2017-06-07T04Z,2017,6,7,4,2017-06-07T04:00:00Z,2017-06-07T04:59:00Z,2017-06-07T04:21:08Z,34.284,-118.473,391,31,1992.21,0.69,4.95,465.0,4.92,19.0,1986.56,2001.31,...
2017-06-07T05Z,2017,6,7,5,2017-06-07T05:00:00Z,2017-06-07T05:59:00Z,2017-06-07T05:21:08Z,34.284,-118.473,391,31,2007.89,0.71,6.94,467.0,7.01,19.0,2001.14,2020.59,...
2017-06-07T06Z,2017,6,7,6,2017-06-07T06:00:00Z,2017-06-07T06:59:00Z,2017-06-07T06:21:08Z,34.284,-118.473,391,31,2020.06,0.73,3.49,466.0,3.47,19.0,2013.26,2023.66,...
2017-06-07T07Z,2017,6,7,7,2017-06-07T07:00:00Z,2017-06-07T07:59:00Z,2017-06-07T07:21:08Z,34.284,-118.473,391,31,2024.87,0.74,11.66,467.0,10.85,19.0,2013.77,2056.59,...
2017-06-07T08Z,2017,6,7,8,2017-06-07T08:00:00Z,2017-06-07T08:59:00Z,2017-06-07T08:21:08Z,34.284,-118.473,391,31,2032.19,0.76,8.38,467.0,7.81,19.0,2024.92,2054.56,...
2017-06-07T09Z,2017,6,7,9,2017-06-07T09:00:00Z,2017-06-07T09:59:00Z,2017-06-07T09:21:08Z,34.284,-118.473,391,31,2043.43,0.78,13.67,469.0,11.26,19.0,2032.81,2079.22,...
2017-06-07T10Z,2017,6,7,10,2017-06-07T10:00:00Z,2017-06-07T10:14:00Z,2017-06-07T10:06:59Z,34.284,-118.473,391,31,2047.35,0.81,2.13,369.0,2.15,15.0,2043.17,2051.17,...
2017-06-07T11Z,2017,6,7,11,2017-06-07T11:14:00Z,2017-06-07T11:34:00Z,2017-06-07T11:24:00Z,34.284,-118.473,391,31,2041.03,0.77,1.61,471.0,1.56,19.0,2038.84,2043.5,...
2017-06-07T12Z,2017,6,7,12,2017-06-07T12:14:00Z,2017-06-07T12:34:00Z,2017-06-07T12:24:00Z,34.284,-118.473,391,31,2047.61,0.79,1.36,473.0,1.31,19.0,2045.93,2050.1,...
2017-06-07T13Z,2017,6,7,13,2017-06-07T13:14:00Z,2017-06-07T13:34:00Z,2017-06-07T13:24:00Z,34.284,-118.473,391,31,2063.62,0.82,4.66,474.0,4.69,19.0,2056.19,2069.18,...
2017-06-07T14Z,2017,6,7,14,2017-06-07T14:15:00Z,2017-06-07T14:34:00Z,2017-06-07T14:24:30Z,34.284,-118.473,391,31,2070.54,0.85,1.66,474.0,1.57,19.0,2068.38,2073.31,...
2017-06-07T15Z,2017,6,7,15,2017-06-07T15:15:00Z,2017-06-07T15:34:00Z,2017-06-07T15:24:30Z,34.284,-118.473,391,31,2069.34,0.84,0.43,475.0,0.31,19.0,2068.74,2070.01,...
2017-06-07T16Z,2017,6,7,16,2017-06-07T16:15:00Z,2017-06-07T16:34:00Z,2017-06-07T16:24:30Z,34.284,-118.473,391,31,2074.4,0.86,3.74,477.0,3.05,19.0,2070.21,2081.85,...
2017-06-07T17Z,2017,6,7,17,2017-06-07T17:15:00Z,2017-06-07T17:34:00Z,2017-06-07T17:24:30Z,34.284,-118.473,391,31,2073.58,0.85,4.91,478.0,4.12,19.0,2068.9,2087.76,...
2017-06-07T18Z,2017,6,7,18,2017-06-07T18:35:00Z,2017-06-07T18:54:00Z,2017-06-07T18:44:30Z,34.284,-118.473,391,31,2065.35,0.84,4.82,479.0,4.27,19.0,2060.74,2075.04,...
2017-06-07T19Z,2017,6,7,19,2017-06-07T19:35:00Z,2017-06-07T19:54:00Z,2017-06-07T19:44:30Z,34.284,-118.473,391,31,2069.3,0.84,1.61,480.0,1.2,19.0,2067.05,2071.9,...
2017-06-07T20Z,2017,6,7,20,2017-06-07T20:35:00Z,2017-06-07T20:55:00Z,2017-06-07T20:45:00Z,34.284,-118.473,391,31,2071.32,0.85,5.88,485.0,5.87,20.0,2061.45,2079.94,...
2017-06-07T21Z,2017,6,7,21,2017-06-07T21:35:00Z,2017-06-07T21:55:00Z,2017-06-07T21:45:00Z,34.284,-118.473,391,31,2038.85,0.78,3.78,487.0,3.69,20.0,2033.04,2045.04,...
2017-06-07T22Z,2017,6,7,22,2017-06-07T22:35:00Z,2017-06-07T22:55:00Z,2017-06-07T22:45:00Z,34.284,-118.473,391,31,2041.21,0.79,2.68,488.0,2.75,20.0,2036.77,2044.7,...
2017-06-07T23Z,2017,6,7,23,2017-06-07T23:55:00Z,2017-06-07T23:59:00Z,2017-06-07T23:57:00Z,34.284,-118.473,391,31,NaN,NaN,NaN,76.0,NaN,3.0,NaN,NaN,...
2017-06-08T00Z,2017,6,8,0,2017-06-08T00:00:00Z,2017-06-08T00:59:00Z,2017-06-08T00:19:17Z,34.284,-118.473,391,31,2017.05,0.73,1.97,465.0,1.89,19.0,2014.51,2020.08,...
2017-06-08T01Z,2017,6,8,1,2017-06-08T01:00:00Z,2017-06-08T01:59:00Z,2017-06-08T01:19:17Z,34.284,-118.473,391,31,2013.76,0.72,4.27,465.0,4.27,19.0,2004.33,2018.72,...
2017-06-08T02Z,2017,6,8,2,2017-06-08T02:00:00Z,2017-06-08T02:59:00Z,2017-06-08T02:19:17Z,34.284,-118.473,391,31,2004.06,0.71,1.52,467.0,1.41,19.0,2001.96,2006.13,...
2017-06-08T03Z,2017,6,8,3,2017-06-08T03:00:00Z,2017-06-08T03:59:00Z,2017-06-08T03:19:17Z,34.284,-118.473,391,31,2004.31,0.71,1.29,467.0,1.03,19.0,2001.38,2005.95,...
2017-06-08T04Z,2017,6,8,4,2017-06-08T04:00:00Z,2017-06-08T04:59:00Z,2017-06-08T04:19:17Z,34.284,-118.473,391,31,2003.09,0.71,2.34,468.0,2.3,19.0,1998.28,2006.38,...
2017-06-08T05Z,2017,6,8,5,2017-06-08T05:00:00Z,2017-06-08T05:59:00Z,2017-06-08T05:19:17Z,34.284,-118.473,391,31,1996.32,0.7,2.52,469.0,2.47,19.0,1993.59,2001.92,...
2017-06-08T06Z,2017,6,8,6,2017-06-08T06:00:00Z,2017-06-08T06:59:00Z,2017-06-08T06:19:17Z,34.284,-118.473,391,31,2005.9,0.71,4.69,469.0,4.31,19.0,2001.39,2014.96,...
2017-06-08T07Z,2017,6,8,7,2017-06-08T07:00:00Z,2017-06-08T07:59:00Z,2017-06-08T07:19:17Z,34.284,-118.473,391,31,2016.78,0.73,7.45,470.0,7.6,19.0,2012.61,2034.76,...
2017-06-08T08Z,2017,6,8,8,2017-06-08T08:00:00Z,2017-06-08T08:59:00Z,2017-06-08T08:17:30Z,34.284,-118.473,391,31,2036.26,0.78,5.24,471.0,5.34,19.0,2027.53,2043.99,...
2017-06-08T09Z,2017,6,8,9,2017-06-08T09:00:00Z,2017-06-08T09:15:00Z,2017-06-08T09:07:30Z,34.284,-118.473,391,31,2028.15,0.77,1.06,397.0,1.02,16.0,2026.58,2029.77,...
2017-06-08T10Z,2017,6,8,10,2017-06-08T10:15:00Z,2017-06-08T10:35:00Z,2017-06-08T10:25:00Z,34.284,-118.473,391,31,2032.95,0.76,1.53,473.0,1.38,19.0,2028.69,2034.14,...
2017-06-08T11Z,2017,6,8,11,2017-06-08T11:16:00Z,2017-06-08T11:35:00Z,2017-06-08T11:25:30Z,34.284,-118.473,391,31,2036.7,0.78,6.32,476.0,4.76,19.0,2031.85,2050.98,...
2017-06-08T12Z,2017,6,8,12,2017-06-08T12:16:00Z,2017-06-08T12:35:00Z,2017-06-08T12:25:30Z,34.284,-118.473,391,31,2048.82,0.8,20.28,476.0,17.57,19.0,2036.19,2104.0,...
2017-06-08T13Z,2017,6,8,13,2017-06-08T13:16:00Z,2017-06-08T13:35:00Z,2017-06-08T13:25:30Z,34.284,-118.473,391,31,2056.78,0.82,19.22,477.0,13.75,19.0,2042.84,2087.86,...
2017-06-08T14Z,2017,6,8,14,2017-06-08T14:16:00Z,2017-06-08T14:35:00Z,2017-06-08T14:25:30Z,34.284,-118.473,391,31,2036.33,0.78,8.7,477.0,6.59,19.0,2032.39,2058.77,...
2017-06-08T15Z,2017,6,8,15,2017-06-08T15:16:00Z,2017-06-08T15:35:00Z,2017-06-08T15:25:30Z,34.284,-118.473,391,31,2092.72,0.9,15.6,479.0,14.03,19.0,2075.06,2126.82,...
2017-06-08T16Z,2017,6,8,16,2017-06-08T16:16:00Z,2017-06-08T16:35:00Z,2017-06-08T16:25:30Z,34.284,-118.473,391,31,2097.24,0.91,4.11,478.0,3.38,19.0,2091.23,2103.79,...
2017-06-08T17Z,2017,6,8,17,2017-06-08T17:37:00Z,2017-06-08T17:56:00Z,2017-06-08T17:46:30Z,34.284,-118.473,391,31,2084.84,0.88,5.46,480.0,5.28,19.0,2074.29,2092.16,...
2017-06-08T18Z,2017,6,8,18,2017-06-08T18:37:00Z,2017-06-08T18:56:00Z,2017-06-08T18:46:30Z,34.284,-118.473,391,31,2048.43,0.8,3.44,479.0,3.45,19.0,2042.35,2052.69,...
2017-06-08T19Z,2017,6,8,19,2017-06-08T19:37:00Z,2017-06-08T19:56:00Z,2017-06-08T19:46:30Z,34.284,-118.473,391,31,2033.3,0.77,1.79,479.0,1.77,19.0,2030.45,2036.51,...
2017-06-08T20Z,2017,6,8,20,2017-06-08T20:37:00Z,2017-06-08T20:56:00Z,2017-06-08T20:46:30Z,34.284,-118.473,391,31,2039.04,0.78,2.09,479.0,1.8,19.0,2035.99,2042.46,...
2017-06-08T21Z,2017,6,8,21,2017-06-08T21:37:00Z,2017-06-08T21:56:00Z,2017-06-08T21:46:30Z,34.284,-118.473,391,31,2034.94,0.77,2.58,480.0,2.37,19.0,2028.94,2037.39,...
2017-06-08T22Z,2017,6,8,22,2017-06-08T22:57:00Z,2017-06-08T22:59:00Z,2017-06-08T22:58:00Z,34.284,-118.473,391,31,NaN,NaN,NaN,50.0,NaN,2.0,NaN,NaN,...
2017-06-08T23Z,2017,6,8,23,2017-06-08T23:00:00Z,2017-06-08T23:59:00Z,2017-06-08T23:15:34Z,34.284,-118.473,391,31,1975.38,0.67,4.47,488.0,4.46,20.0,1962.79,1978.76,...
2017-06-09T00Z,2017,6,9,0,2017-06-09T00:00:00Z,2017-06-09T00:59:00Z,2017-06-09T00:15:34Z,34.284,-118.473,391,31,1968.74,0.66,8.56,488.0,8.58,20.0,1962.4,1993.57,...
2017-06-09T01Z,2017,6,9,1,2017-06-09T01:00:00Z,2017-06-09T01:59:00Z,2017-06-09T01:15:34Z,34.284,-118.473,391,31,1997.86,0.7,6.16,464.0,6.11,19.0,1986.34,2006.48,...
2017-06-09T02Z,2017,6,9,2,2017-06-09T02:00:00Z,2017-06-09T02:59:00Z,2017-06-09T02:15:34Z,34.284,-118.473,391,31,1997.84,0.7,4.48,466.0,3.93,19.0,1990.74,2005.47,...
2017-06-09T03Z,2017,6,9,3,2017-06-09T03:00:00Z,2017-06-09T03:59:00Z,2017-06-09T03:15:34Z,34.284,-118.473,391,31,2002.19,0.71,8.28,465.0,6.86,19.0,1978.96,2009.78,...
2017-06-09T04Z,2017,6,9,4,2017-06-09T04:00:00Z,2017-06-09T04:59:00Z,2017-06-09T04:15:34Z,34.284,-118.473,391,31,1987.09,0.68,13.76,466.0,13.06,19.0,1978.32,2036.23,...
2017-06-09T05Z,2017,6,9,5,2017-06-09T05:00:00Z,2017-06-09T05:59:00Z,2017-06-09T05:15:34Z,34.284,-118.473,391,31,2045.88,0.79,7.55,467.0,7.49,19.0,2038.53,2074.05,...
2017-06-09T06Z,2017,6,9,6,2017-06-09T06:00:00Z,2017-06-09T06:59:00Z,2017-06-09T06:15:34Z,34.284,-118.473,391,31,2069.47,0.83,17.41,467.0,17.48,19.0,2029.45,2092.65,...
2017-06-09T07Z,2017,6,9,7,2017-06-09T07:00:00Z,2017-06-09T07:59:00Z,2017-06-09T07:15:34Z,34.284,-118.473,391,31,2064.28,0.82,18.21,470.0,17.98,19.0,2029.65,2096.37,...
2017-06-09T08Z,2017,6,9,8,2017-06-09T08:00:00Z,2017-06-09T08:17:00Z,2017-06-09T08:08:30Z,34.284,-118.473,391,31,2063.17,0.84,4.12,443.0,3.11,18.0,2057.84,2070.14,...
2017-06-09T09Z,2017,6,9,9,2017-06-09T09:17:00Z,2017-06-09T09:37:00Z,2017-06-09T09:27:00Z,34.284,-118.473,391,31,2063.43,0.82,3.61,470.0,3.9,19.0,2060.44,2076.25,...
2017-06-09T10Z,2017,6,9,10,2017-06-09T10:17:00Z,2017-06-09T10:37:00Z,2017-06-09T10:27:00Z,34.284,-118.473,391,31,2048.62,0.79,4.17,470.0,3.93,19.0,2041.62,2055.67,...
2017-06-09T11Z,2017,6,9,11,2017-06-09T11:17:00Z,2017-06-09T11:37:00Z,2017-06-09T11:27:00Z,34.284,-118.473,391,31,2062.34,0.82,1.77,471.0,1.45,19.0,2059.81,2064.78,...
2017-06-09T12Z,2017,6,9,12,2017-06-09T12:17:00Z,2017-06-09T12:37:00Z,2017-06-09T12:27:00Z,34.284,-118.473,391,31,2075.94,0.85,1.34,473.0,1.13,19.0,2072.93,2077.66,...
2017-06-09T13Z,2017,6,9,13,2017-06-09T13:17:00Z,2017-06-09T13:37:00Z,2017-06-09T13:27:00Z,34.284,-118.473,391,31,2079.57,0.85,3.91,473.0,3.33,19.0,2074.18,2084.47,...
2017-06-09T14Z,2017,6,9,14,2017-06-09T14:18:00Z,2017-06-09T14:37:00Z,2017-06-09T14:27:30Z,34.284,-118.473,391,31,2113.85,0.95,6.93,474.0,5.87,19.0,2106.96,2132.45,...
2017-06-09T15Z,2017,6,9,15,2017-06-09T15:18:00Z,2017-06-09T15:37:00Z,2017-06-09T15:27:30Z,34.284,-118.473,391,31,2095.62,0.9,9.11,475.0,8.21,19.0,2079.75,2110.21,...
2017-06-09T16Z,2017,6,9,16,2017-06-09T16:38:00Z,2017-06-09T16:57:00Z,2017-06-09T16:47:30Z,34.284,-118.473,391,31,2077.24,0.86,3.09,479.0,2.62,19.0,2071.2,2080.36,...
2017-06-09T17Z,2017,6,9,17,2017-06-09T17:38:00Z,2017-06-09T17:57:00Z,2017-06-09T17:47:30Z,34.284,-118.473,391,31,2025.99,0.75,6.11,479.0,6.15,19.0,2017.17,2040.72,...
2017-06-09T18Z,2017,6,9,18,2017-06-09T18:38:00Z,2017-06-09T18:57:00Z,2017-06-09T18:47:30Z,34.284,-118.473,391,31,2067.7,0.84,12.46,479.0,12.77,19.0,2041.92,2081.31,...
2017-06-09T19Z,2017,6,9,19,2017-06-09T19:38:00Z,2017-06-09T19:57:00Z,2017-06-09T19:47:30Z,34.284,-118.473,391,31,2032.44,0.77,3.33,476.0,3.35,19.0,2026.76,2038.5,...
2017-06-09T20Z,2017,6,9,20,2017-06-09T20:38:00Z,2017-06-09T20:57:00Z,2017-06-09T20:47:30Z,34.284,-118.473,391,31,2036.49,0.77,4.93,479.0,5.02,19.0,2027.71,2042.89,...
2017-06-09T21Z,2017,6,9,21,2017-06-09T21:58:00Z,2017-06-09T21:59:00Z,2017-06-09T21:58:30Z,34.284,-118.473,391,31,NaN,NaN,NaN,26.0,NaN,1.0,NaN,NaN,...
2017-06-09T22Z,2017,6,9,22,2017-06-09T22:00:00Z,2017-06-09T22:59:00Z,2017-06-09T22:13:42Z,34.284,-118.473,391,31,1969.55,0.66,20.84,486.0,20.76,20.0,1899.36,1987.8,...
2017-06-09T23Z,2017,6,9,23,2017-06-09T23:00:00Z,2017-06-09T23:59:00Z,2017-06-09T23:13:42Z,34.284,-118.473,391,31,1893.81,0.58,2.05,464.0,1.73,19.0,1891.29,1896.66,...
2017-06-10T00Z,2017,6,10,0,2017-06-10T00:00:00Z,2017-06-10T00:59:00Z,2017-06-10T00:13:42Z,34.284,-118.473,391,31,1898.67,0.58,2.55,465.0,2.42,19.0,1894.54,1903.39,...
2017-06-10T01Z,2017,6,10,1,2017-06-10T01:00:00Z,2017-06-10T01:59:00Z,2017-06-10T01:13:42Z,34.284,-118.473,391,31,1901.13,0.58,1.64,466.0,1.45,19.0,1897.81,1903.31,...
2017-06-10T02Z,2017,6,10,2,2017-06-10T02:00:00Z,2017-06-10T02:59:00Z,2017-06-10T02:13:42Z,34.284,-118.473,391,31,1894.59,0.58,0.95,466.0,0.77,19.0,1893.49,1896.1,...
